Title,Date,Comment,value
게임한다고 너무 뭐라 하지 마세요 언젠가 金 따올 수 있어요,2023.09.28.,"체육학과출신으로서 한마디만 할게요과연 게임을 스포츠라고 부를수 있을까요? 스포츠의 성립요소인 경쟁, 규칙은 존재하지만 가장중요한 신체의움직임은 존재하지않지요 바둑, 체스도 마찬가지..",0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,야 ㅋㅋㅋㅋ 어쩌다가 사채업자 우두머리가 선수단장을 하는 꼴까지 간거냐?,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,니 자식한테 게임많이 하라고해라,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,스포츠는 지원이 중요한데 기업에서 후원하는걸 워낙 여론상 안좋게 만들어놔서 한국스포츠는 갈수록 힘들어 질거임.,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,먼개소리냐,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,성적꽝이라고쌍둥이들투입시키지는말아라..,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,일본 사람,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,극소수 인원 얘기지,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,뭐가됐는데 좋은일하는데 말하는 뽄새들봐라 돈없을때 빌려달라고 징징되다 뛰어내리지나마라,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,뭔말하는건가 애들이 다 게임중독되도 괜찮다는 말인가?,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,에휴! 이거 참! 게임폐인 양산발언인가? 아님 돈벌이 촉린이 양산인가? 참으로 무섭지만 이상한 세상으로 되는거 같다!,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,고생 많으셨어요 단장님,1
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,특정 정치인 누구였는지 기억 안나는데..게이머들을 완전 폐인취급했었는데요...,0
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,내국인 출신에 이런 기업인이 좀더 나오기를~~동포기업인에게 존경과 감사드립니다. 기업해서 성공하면 이런 멋진경제인이 되고싶네...,1
"[아시안게임] 최윤 선수단장 ""이제 애들한테 게임하지 말라고 말 못해""",2023.10.08.,"공부하기 싫은 애들은 게임 열심히 해서 국가대표대서 금메달 따면 되겠다부모들이 게임에 미친 자식들 이젠 나무라지 못하겠네,,, 한가지라도 잘하는게 있으니까 금메달 따면 평생 연금도 타니깐",0
"중국 매체 ""한국과 일본의 2위 경쟁, e스포츠·수영이 변수""[항저우AG]",2023.09.24.,일본은 방사능 오염된 물에서 경기하는게 정당한거지..,0
"中, 아시안게임 VR·무안경 3D 중계 서비스",2023.10.04.,VR 말고 VAR이나 할 것이지...,0
"""BTS는 군대 가는데…페이커·손흥민은 金 따면 면제?""[항저우AG]",2023.09.23.,그냥 병역면제 제도를 없애라 젊을때 활동할만큼 했으니 그냥 35살에 입대하자 병역연기제도만 유지하자,0
"""BTS는 군대 가는데…페이커·손흥민은 金 따면 면제?""[항저우AG]",2023.09.23.,인원 모자라서 장애인들도 긁어서 군대 보낸다더만 여기 댓글은 왜 이리 조용함? 면제가 어딨어 다 가야지 방탄은 지구인이면 좋아하든 싫어하든 모르는 사람이 없을정도라서 미국 대통령도 만나서 인터뷰할 정돈데 군대 갔으니 외국에선 기준이 뭔가 싶겠지 ㅋ 오죽하면 외신에서 의문을 품냐 ㅋㅋ 여튼 이젠 다 가야지 갑자기 이건 되고 저건 안되고 그런게 어딨노 다 가라 군대 국방최고참이 인원 모자르다했다 다 가라,0
"""BTS는 군대 가는데…페이커·손흥민은 金 따면 면제?""[항저우AG]",2023.09.28.,오히려 이런글이 bts 욕먹이는거지...ㅡㅡ스포츠 선수는 선수생명이 짧은데 거기에 세계선수급 선수들이 노력해서 금메달 따서 군면제 받는 동기부여 정도는 되야 스포츠 국대도 있는거지... 힘들게 운동하고 국민들 응원할 선수들이 있는게 좋지 아무도 운동으로 성공할 동기 부여는 되야지...ㅡㅡ bts는 군대 간다고 신체능력이 떨어져서 노래 못함???? 비교가 참... 이런글 보면 아미가 싫어진다..,0
"""BTS는 군대 가는데…페이커·손흥민은 金 따면 면제?""[항저우AG]",2023.09.25.,아시안게임 금메달 올림픽 동메달부터 계속 해온 제도인데 스포츠 스타 전부를 뭐라하는건가 BTS를 욕보이지 마라 안티들아,0
"""BTS는 군대 가는데…페이커·손흥민은 金 따면 면제?""[항저우AG]",2023.10.01.,기자가 생각이 없네. 금메달 따고싳으면 금메달 딸수있는걸 하면되지,0
"""BTS는 군대 가는데…페이커·손흥민은 金 따면 면제?""[항저우AG]",2023.09.29.,기자 아.무.나 하죠?? ㄹㅇㅋㅋ 이딴글 적으면서 월급 받는 수준 ㅋㅋ 알만하다.ㅋㅋㅋ,0
"""BTS는 군대 가는데…페이커·손흥민은 金 따면 면제?""[항저우AG]",2023.09.29.,손흥민 선수는 병역을 회피한게 아니라 그냥 최선을 다했고 그 결과에 따른 보상으로 국가가 병역을 면제 해준 것 입니다. 회피란 단어는 하기 싫어 도망치거나 모면하려 할 때 쓰는 단어 입니다.,1
"""BTS는 군대 가는데…페이커·손흥민은 金 따면 면제?""[항저우AG]",2023.09.29.,ㅋㅋㅋbts본인들이 간다고해서 충실히 병역의무 수행중이구만ㅋㅋㅋㅋ,0
"""BTS는 군대 가는데…페이커·손흥민은 金 따면 면제?""[항저우AG]",2023.09.25.,꼬우면 번돈 내뱉고 국가행사마다 꼬박꼬박 나오면 됨^^,0
"""BTS는 군대 가는데…페이커·손흥민은 金 따면 면제?""[항저우AG]",2023.09.27.,북한군과의 끝나지 않은 전쟁으로인해 휴전으로인해 한국남자의 필수적인 군대를 고작 아시안게임 금메달 땄다고 군면제라...,0
"e스포츠, 2022 항저우 아시안게임 정식 종목 선정",2020.12.20.,이야 메달 6개나,1
"e스포츠, 2022 항저우 아시안게임 정식 종목 선정",2020.12.20.,게임 잘하면 군대 안가는구나,1
"e스포츠, 2022 항저우 아시안게임 정식 종목 선정",2020.12.19.,브레이크 댄스까지는 이해가 가는데 e스포츠는 글쎄... 하긴 바둑도 정식 종목으로 채택되었으니,0
"e스포츠, 2022 항저우 아시안게임 정식 종목 선정",2020.12.20.,"유튜브 봤는데 여긴 안 가는게 낫다. 역사 왜곡하는 나라가 어디가 좋다는 건지?? 한국, 일본, 베트남 역사도 중국꺼라고 역사조작 하는 나라다. 미세먼지 중국 몽골에서 온거 아니라고 하는 나라다. 미국이 중국에 핵폭탄 떨어뜨렸으면 좋겠다. 옛날 일본에 핵폭단 떨어뜨린 것처럼...",0
"[항저우AG] '페이커' 이상혁, 로이터 '주목할 선수' 소개...한국 유일",2023.09.22.,이커형 결승에서 보고싶다,1
항저우 AG '배틀그라운드 모바일' 한국팀 은메달,2023.10.02.,웰컴투군대ㅋㅋㅋ,1
항저우 AG '배틀그라운드 모바일' 한국팀 은메달,2023.10.01.,중국은 올림픽에서도 핵써서 우승하나보네 ㅋㅋㅋ,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,세계 형수상욕대회는 없나? 대한민국에 최고의선수 이재멍선수가 있는데,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,우리나라가 대단하다. 세계 현대사 100년에 이렇게 고도 성장한 국가는 전례가 없다,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,군 면제 축하 ㅎ,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,살다살다 게임으로 군면제 되는걸 다보네,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,롤 볼줄 모르는데 해설 개재밌게하네 덕분에 지루할 틈이 없음.,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,정치인쌍욕대회하면 이재명이 금메달딸듯,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,"그래서 우리나라는 정치만 삼류, 사류다... 경제문화예술스포츠까지 세계 일류지만.... 1년 내내 싸우고 비난하는 국회의원들 때문에.... 저질하류 정치판......한심한 정치인들 반성해라.....",0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,인구수 대비 메달 1위,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,결승인데 공중파 중계안함ㅋㅋ 변방 스포티비에서 중계ㅋㅋ 스포츠로 취급안해준단 얘기,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,게임중독을 정신병취급하던 나라에서 성취한 아이러니한 결과,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,IT강국답게 e-스포츠 금메달~대단하다.선수들 멋집니다~~,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,"게임이든 뭐든 한분야에서 최고가 되는게 어려운건데~ 믿고 밀어준 부모나, 자신의 능력을 최대한 이끌어낸 선수들이나 너무 수고했네요! 메달도 축하드리고 군면제도 축하합니다!",1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,"문댕댕이 때였으면, 이게 다 문댕이 덕치 덕분이라고 나발나발",0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,쩡께를 깨부수는건 무엇이라도 대 환영임,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,우리나라는 정치빼고 정말 못하는게 없다. 대한민국 화이팅!!,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,페이커효과,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,👍👍,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,게임하나 ㅈㄴ잘하면 군면제도 가능하다는걸 보여줌,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,멋지다 그냥 너무 멋지다,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,우리나라 사람들이 두뇌가 좋긴 좋지ㅎ 그런데다 한 분야에 몰입해 파고 들면 시너지 효과가 나오고.. 노벨상이 없어 안타깝긴 하지만 다른 여러 분야에서 세계적으로 이름 오르는 사람들 많잖어ㅎ,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,kim8*** 당신 부모님도 계실줄 모르는데 사가지없이 말하는것 보니 이죄명과 똑같은 종족이네,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,이해는 안되긴 하지만 메달땄으니 잘했다,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,전용준 캐스터님 고생 많으셨습니다 자랑스럽습니다,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,게임 좀 정식종목에서 폐지됏으면 좋겢네 신체적으로도 하는 것도 아닌 게 스포츠가 말이 되나 진차 한심해ㅉ,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,오호 굿 뉴스~ 축하합니다👏👏👏👍👍,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,보니까 페이커는 원래 면제였네. 흥행 몰이를 위해서 팬 서비스 차원에서 움직인거고 나머지 애들 군면제 시켜 줄려고 경기는 안뛴거같네.,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,시대가 변하는만큼 종목도 다양화하는게 맞다고 봄. 올림픽도 생각해봐야됨. 결국엔 흥행해야지 엘리트 스포츠는 한계를 들어내고있음. 스트릿농구랑 e스포츠 괜찮은듯.,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,축하 합니다 멋진 선수들~~,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,애들게임한다고 야단치지마라 못하는것보다 뭐든지 잘하는것이 훨씬낫다,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,군면제 ㅋㅋ 지금 본인들은 방에서 기분좋아죽겠지 ㅋㅋ 잠도 안올거야 너무 좋아서 ㅋㅋ 군면제가 진짜 개크다,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,"앞으로 바둑, 장기, 오목 등 도 에이시언 게임종목???",0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,대단하다 후일 큰일하실것,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,"20년만 늦게 태어날걸... 나 어릴때 동네 오락실에서 보글보글, 스트리트파이트 탑이었지만 엄마한테 정신 못차린다구 맨날 등짝스메싱만 당했는데",0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,역시 대한민국 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👍🏻👍🏻👍🏻🎉🎉🎉,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,e스포츠 강국 코리아 🇰🇷,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,페이커 군면제!,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,중국 지존심에 스크레치 오지게 생겼겠다,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,롤강국 게임강국ㄷㄷㄷ,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,세상이 변하기는 했다.,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,게임은 면제 음악으로 세계에 한국 알리고 국위선양한 BTS는 군닧니 뺑이.. 둘 중 누가 더 국위선양하고 한국을 세계에 알렸나? 이상한나라야,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,세상 참 좋아 졌네....게임도 아시안 게임 정식 종목으로 되서 금메달도 따고.......,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,군면제 없애야함,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,자랑스럽.,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,"세계에서 가장 꽉 막힌 중동 이슬람 국가들하고 중국 공산당도 손잡고 E스포츠를 아시안게임 종목에 집어넣는데, 우리나라는 저것도 눈꼴셔하는 것들이 있네 ㅋㅋ 이슬람이나 공산당보다 못할 정도면 스스로를 돌이켜봐야 하는거 아니냐?",0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,다른나라는 뭐 상대도안되던데 ㄷㄷ 국대 뽑히기만하면 면제임.. 근데 뽑히는게 문제임,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,세계 가수대회는 없냐? Bts애들 군대 안가고 돈 더 벌면 일자리도 나오고 세금 더 낼거 아냐 ㅋㅋㅋ,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,TV 화면 도배에 질림..,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,엄마 훈련소 갔다 올께요.100 원만 주세요.,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,한국에서는 T1이 나갔나? 대만에서는 어느 팀이 나왔지,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,화이팅..,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,한국이 롤 최고잘한다는 인식에 업혀갈 수 있어 롤 브실골티어지만 괜히 으스대고싶네 ㅋㅋ 자랑스럽다👍,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,게임하면 대한민국.,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,졌으면 겜관위랑 여가부에서 게임은마약이다 하려고 기사준비해놨을텐데,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,와~~~~축하합니다^^,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,나중에 중국 소속팀에 돌아갔을 때 불이익이 없었으면 좋겠습니다 ㅠ,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,얘네도 진짜 군면제야?,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,양궁은 져도 이건 지면 안될 것 같아 ㅋㅋㅋㅋ,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,군더더기 말 필요없고...잘했어요 축하축하,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,대단하다~~~무ㅜ가 됐던 금메달은 값진것!,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,말년파이트 군대바이 군대안간다지르 군면제리 군대안갈렐 금메달 축하,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,그대들이 자랑스럽습니다.,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,아 이것도 군면제임? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그냥 모병제로 가자 ㅋㅋㅋㅋㅋㅋㅋ 게임해서 군면제 되는 판에 ㅋㅋㅋ 이러다 징병제 폐지 시위 일어나겠다 ㅋ,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,방구석 겜창인생 홍보 ㅋㅋㅋ,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,게임잘해도 면제 받는데 빌보드 탑에 그레미상탄 BTS는 군대서 빡빡기고…,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,저정도 실럭이면 ㅡ 공부 완전 X 일반적 사회가정생활 0점 ! 애들 학교 안가고 ㅡ공부 안하고 온통 PC방 틀어 박히겠네 ! 글구 군대는 왜 안가나 ? 사이버부대 입영 시켜 허구헛날 게임 시키면 충실하게 군복무할건데 ㅡ 왜면제냐 !,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,롤...무슨 게임인지...,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,게임 중독자들의 나라 대~한민국_!!,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,정작 리그오브레전드를 만들지는 못하고선 쯧쯧쯧 놀아나는거지.,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,스포츠 맞다.,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,와 ㅋㅋ 군면제라고? ㅋㅋㅋㅋ,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,이게 스포츠야 앞으론 서예대회도 나오겠네,0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,"게임난이도 Normal, Nightmare, He'll, Korea",0
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.29.,재밌게 잘 봤어요^^ 금메달 축하합니다👏👏👏,1
게임 강국 면모 뽐냈다... 대만 꺾고 ‘리그 오브 레전드’ 금메달,2023.09.30.,금메달은 좋지만 게임이 어떻게 스포츠냐? 육체건강과'상관 없는 것. 넌센스임,0
